sample_id,price
870,21.796875
871,47.1875
878,118.25
883,16.140625
884,14.953125
889,22.578125
891,21.796875
896,10.4921875
899,14.578125
900,26.296875
902,14.4921875
904,4.5
912,5.5
919,36.75
920,27.484375
923,32.78125
925,23.90625
926,6.0859375
931,34.375
935,11.203125
939,35.59375
940,15.4609375
941,21.984375
943,42.625
945,18.546875
949,17.765625
951,3.54296875
954,22.03125
955,82.5625
960,5.24609375
963,12.96875
964,6.40234375
970,21.765625
976,73.9375
983,37.625
985,13.78125
986,7.7578125
988,6.34765625
989,17.796875
990,2.22265625
991,2.67578125
992,50.5
998,149.75
1002,32.84375
1005,5.4765625
1007,21.40625
1009,22.390625
1011,6.3515625
1013,31.984375
1014,23.28125
1017,11.8671875
1020,11.3515625
1023,13.1328125
1024,5.11328125
1025,10.7421875
1026,14.765625
1027,5.0859375
1028,20.640625
1031,7.1953125
1037,14.0703125
1039,3.30078125
1043,13.8671875
1047,3.38671875
1054,26.9375
1060,16.3125
1069,4.79296875
1071,3.234375
1077,19.078125
1081,2.234375
1086,5.58984375
1089,3.892578125
1099,6.140625
1105,18.921875
1107,20.34375
1108,22.15625
1110,31.671875
1111,62.84375
1113,10.3359375
1116,51.1875
1120,18.421875
1124,14.859375
1129,11.4453125
1134,12.328125
1136,12.3515625
1146,11.5703125
1149,16.1875
1156,14.0703125
1159,13.1015625
1164,16.25
1166,25.0
1174,15.8515625
1182,15.9453125
1184,61.125
1192,12.6171875
1195,6.5625
1199,19.203125
1202,34.25
1205,13.078125
1211,4.8125
1225,54.03125
1230,16.96875
1235,5.25390625
1237,14.1640625
1238,21.1875
1239,5.7734375
1243,6.3828125
1248,8.9609375
1249,18.8125
1250,33.03125
1260,5.078125
1262,5.98046875
1266,6.97265625
1271,30.90625
1275,11.421875
1281,47.75
1285,18.46875
1295,13.8984375
1300,5.3125
1305,7.94921875
1309,25.046875
1315,14.4296875
1319,6.0078125
1321,12.7265625
1322,32.4375
1323,10.921875
1325,5.765625
1343,35.59375
1344,36.96875
1351,47.5625
1356,39.71875
1361,36.96875
1362,46.90625
1364,45.96875
1368,39.5625
1370,45.0625
1374,38.09375
1375,39.5
1382,38.9375
1389,38.9375
1393,39.34375
1397,39.1875
1398,36.90625
1402,38.46875
1405,40.875
1411,46.625
1413,35.875
1415,41.1875
1416,46.0625
1417,37.34375
1429,5.5546875
1438,47.75
1446,48.3125
1449,35.375
1451,38.3125
1452,38.78125
1457,46.71875
1461,37.9375
1462,38.5625
1467,38.9375
1470,37.5625
1472,45.34375
1474,38.25
1475,48.125
1480,14.046875
1482,48.40625
1483,35.4375
1486,34.875
1487,35.9375
1488,48.625
1492,42.4375
1496,13.328125
1502,5.234375
1510,44.71875
1516,34.59375
1526,36.3125
1527,39.25
1530,46.4375
1534,36.65625
1535,45.15625
1538,42.375
1540,46.53125
1547,48.21875
1549,39.03125
1550,47.5625
1554,34.9375
1557,44.53125
1560,36.53125
1566,36.59375
1567,36.3125
1570,38.3125
1572,45.25
1574,47.5625
1582,36.75
1589,37.40625
1592,44.4375
1595,43.8125
1599,38.5625
1608,37.5
1612,42.625
1617,40.125
1619,45.25
1624,37.78125
1626,46.0625
1629,39.5
1632,40.9375
1637,37.1875
1642,39.34375
1647,39.8125
1651,38.71875
1654,37.03125
1656,38.40625
1659,40.28125
1674,38.46875
1678,46.34375
1680,38.46875
1682,37.34375
1683,36.0
1684,37.25
1687,35.03125
1690,45.96875
1700,37.125
1702,37.71875
1704,39.5
1707,39.40625
1708,37.875
1710,34.3125
1711,37.40625
1715,37.125
1717,46.625
1721,36.375
1725,45.96875
1727,39.96875
1738,46.0625
1742,40.28125
1746,36.375
1749,35.65625
1765,46.8125
1768,45.78125
1771,39.1875
1776,36.59375
1778,39.90625
1779,37.5625
1781,39.71875
1784,39.96875
1790,39.5
1794,39.5
1798,36.4375
1801,48.90625
1802,38.46875
1807,45.6875
1810,40.28125
1818,45.34375
1831,38.71875
1834,45.6875
1837,36.375
1842,38.46875
1843,39.09375
1851,36.15625
1858,41.4375
1860,38.09375
1865,35.875
1866,46.71875
1870,46.15625
1876,46.53125
1877,44.1875
1878,38.5625
1879,48.40625
1883,39.71875
1885,36.75
1891,39.71875
1898,39.40625
1899,38.03125
1900,47.375
1901,37.78125
1923,47.1875
1931,48.03125
1932,46.15625
1934,44.71875
1936,45.59375
1938,37.25
1945,46.34375
1951,39.09375
1954,35.5
1956,38.875
1958,47.1875
1962,37.78125
1964,45.0625
1966,38.71875
1968,36.53125
1972,35.5
1976,36.96875
1979,38.09375
1983,36.90625
1987,46.71875
1988,45.96875
1994,37.875
1997,35.59375
2002,38.625
2006,44.71875
2009,36.53125
2010,35.9375
2011,47.09375
2022,37.625
2031,47.9375
2032,39.09375
2033,38.875
2034,35.875
2037,48.21875
2042,45.53125
2044,36.4375
2047,37.03125
2058,45.53125
2060,47.28125
2062,44.1875
2071,44.625
2084,48.21875
2086,37.25
2089,45.15625
2090,45.875
2092,38.46875
2095,45.34375
2103,46.71875
2105,47.46875
2110,38.09375
2111,37.1875
2113,45.15625
2115,37.78125
2119,35.59375
2122,38.46875
2129,36.4375
2136,45.96875
2138,35.8125
2141,38.46875
2143,40.125
2145,45.59375
2146,40.6875
2148,47.28125
2151,45.96875
2152,45.0625
2153,36.8125
2154,37.1875
2160,37.34375
2162,38.5625
2163,44.96875
2165,44.25
2167,37.40625
2169,38.46875
2173,38.78125
2174,45.4375
2176,36.59375
2179,45.6875
2181,47.75
2182,45.53125
2186,44.71875
2190,45.96875
2192,40.6875
2202,47.75
2207,47.1875
2211,46.15625
2212,47.28125
2225,44.625
2226,38.1875
2233,40.625
2240,41.4375
2242,46.71875
2251,36.8125
2254,36.65625
2255,36.0
2259,46.4375
2262,44.71875
2265,38.46875
2268,44.1875
2269,45.96875
2270,37.40625
2271,36.21875
2276,43.46875
2284,45.96875
2286,38.78125
2287,48.21875
2294,35.71875
2295,48.90625
2296,43.21875
2298,39.40625
2300,45.0625
2302,45.6875
2306,36.21875
2315,42.78125
2316,36.21875
2319,36.3125
2323,47.28125
2324,40.78125
2327,38.9375
2328,36.59375
2336,36.8125
2342,39.09375
2343,38.71875
2346,46.0625
2347,39.03125
2353,46.15625
2362,38.25
2363,37.40625
2365,38.09375
2374,39.5
2375,39.71875
2379,36.8125
2381,38.09375
2385,38.3125
2392,34.75
2402,47.46875
2403,46.34375
2406,44.625
2409,49.40625
2417,38.625
2423,37.71875
2428,48.21875
2429,42.53125
2432,36.75
2436,47.65625
2444,38.3125
2448,35.3125
2454,35.09375
2458,42.875
2459,46.4375
2463,45.53125
2467,36.15625
2481,48.03125
2484,39.25
2486,43.46875
2494,45.875
2495,36.375
2501,37.03125
2502,47.65625
2503,46.71875
2511,46.71875
2515,37.78125
2518,47.84375
2519,38.3125
2530,38.25
2532,36.59375
2533,45.6875
2534,35.375
2537,47.1875
2541,39.71875
2545,38.25
2549,45.96875
2550,37.1875
2552,39.25
2556,37.25
2558,47.0
2562,39.40625
2563,45.59375
2570,47.09375
2571,45.34375
2579,44.53125
2580,46.15625
2583,39.8125
2588,37.34375
2591,38.03125
2597,38.46875
2601,46.0625
2602,45.0625
2603,46.34375
2605,47.5625
2609,45.53125
2611,34.65625
2616,37.875
2617,39.03125
2619,38.875
2623,37.78125
2624,44.71875
2629,45.96875
2633,39.40625
2660,40.375
2661,40.28125
2669,42.375
2672,46.8125
2675,38.25
2679,38.25
2682,46.34375
2685,49.0
2688,39.09375
2694,39.25
2695,43.21875
2708,38.40625
2709,38.25
2713,37.875
2715,77.1875
2717,37.875
2721,34.9375
2723,46.15625
2724,37.40625
2725,37.875
2727,11.15625
2729,38.875
2733,17.875
2735,45.25
2736,45.0625
2739,44.4375
2740,48.40625
2741,39.09375
2746,47.09375
2748,36.21875
2750,37.875
2755,36.3125
2756,37.03125
2757,37.71875
2761,48.21875
2764,40.875
2778,6.09765625
2785,11.6640625
2791,5.046875
2796,46.15625
2798,21.890625
2801,24.9375
2804,13.6640625
2814,4.58203125
2815,6.95703125
2822,2.4296875
2833,3.2890625
2835,6.94140625
2839,8.0546875
2845,12.015625
2847,10.2265625
2848,20.125
2849,6.7890625
2852,15.015625
2856,3.390625
2860,20.546875
2861,38.71875
2870,11.2578125
2872,12.25
2879,33.3125
2888,20.21875
2889,44.25
2890,12.75
2891,18.890625
2893,12.6171875
2898,4.87890625
2904,9.5625
2905,15.8515625
2913,17.90625
2917,51.3125
2918,6.390625
2937,8.9609375
2943,14.765625
2945,6.43359375
2954,17.609375
2955,8.9453125
2957,41.84375
2969,19.171875
2977,19.71875
2980,2.453125
2981,18.96875
2985,52.125
2986,14.3671875
2987,6.4765625
2989,14.4921875
2992,12.2265625
2999,9.6484375
3014,9.3359375
3024,10.046875
3025,4.9609375
3026,21.9375
3028,10.09375
3054,27.828125
3063,20.84375
3066,11.4921875
3071,13.5234375
3072,6.04296875
3076,25.609375
3077,4.83984375
3080,4.44140625
3082,6.09375
3084,20.640625
3087,11.765625
3091,7.89453125
3094,10.9921875
3095,16.25
3099,15.328125
3101,31.671875
3102,5.98046875
3106,6.30859375
3109,9.2578125
3112,37.875
3115,20.546875
3116,18.46875
3119,8.671875
3123,29.859375
3126,20.59375
3142,15.8125
3143,34.59375
3148,16.453125
3150,9.8125
3151,9.140625
3158,8.15625
3161,10.421875
3164,6.98828125
3165,8.8671875
3167,44.25
3175,7.2578125
3177,34.59375
3185,28.625
3189,53.1875
3195,22.078125
3199,4.828125
3201,2.580078125
3203,2.572265625
3207,17.875
3211,4.0703125
3220,7.1640625
3221,5.859375
3222,7.2109375
3228,8.140625
3233,2.197265625
3235,6.25390625
3254,4.8125
3262,7.7734375
3268,7.62109375
3279,3.46875
3294,193.375
3299,39.5625
3314,8.546875
3319,7.859375
3326,6.3828125
3327,5.25390625
3330,34.53125
3335,5.78125
3339,67.75
3341,36.90625
3347,5.21484375
3350,16.078125
3352,12.1484375
3353,11.8203125
3354,17.578125
3355,23.796875
3356,39.34375
3357,10.46875
3365,6.50390625
3366,7.859375
3367,11.3515625
3368,20.171875
3382,4.8125
3389,21.890625
3393,9.2578125
3395,10.6484375
3406,5.75390625
3407,5.06640625
3408,4.765625
3410,9.875
3416,10.96875
3418,11.5703125
3426,3.525390625
3434,2.3046875
3439,13.953125
3448,63.59375
3451,28.390625
3452,12.2265625
3455,7.62109375
3456,10.0703125
3459,10.4453125
3460,20.375
3462,10.3984375
3464,7.2734375
3479,153.375
3481,107.5625
3484,13.328125
3492,34.25
3493,11.015625
3494,12.859375
3509,38.5625
3516,64.625
3523,43.46875
3525,27.65625
3529,34.53125
3539,48.21875
3540,77.1875
3547,213.25
3548,20.671875
3550,40.78125
3553,10.5078125
3557,21.1875
3559,75.6875
3560,5.30859375
3561,76.625
3564,252.5
3577,28.6875
3578,8.46875
3583,70.75
3584,14.1640625
3592,60.375
3596,64.0625
3598,155.75
3610,5.3828125
3612,25.5625
3615,26.609375
3616,8.4140625
3621,51.8125
3628,4.53515625
3638,382.5
3641,14.046875
3646,76.875
3656,12.8046875
3661,15.6484375
3666,3.005859375
3669,3.21875
3676,5.36328125
3689,8.484375
3690,11.765625
3694,4.0
3697,4.1171875
3699,144.5
3701,60.15625
3708,9.421875
3709,8.8046875
3710,15.328125
3711,34.3125
3712,18.921875
3713,38.875
3715,69.125
3717,44.875
3719,22.71875
3731,12.2265625
3738,9.625
3742,10.2890625
3744,14.671875
3745,7.96484375
3747,15.6171875
3757,14.984375
3761,55.34375
3762,13.4140625
3773,6.2734375
3774,110.5625
3775,33.21875
3778,6.7578125
3782,23.84375
3788,3.23046875
3789,7.859375
3790,12.859375
3793,82.875
3797,8.265625
3802,10.1171875
3803,41.28125
3807,43.3125
3812,40.625
3820,38.875
3826,36.75
3842,17.46875
3848,9.2578125
3860,31.46875
3862,5.296875
3864,46.625
3865,39.1875
3868,38.875
3882,37.5
3886,45.78125
3891,17.46875
3896,32.0625
3899,4.65625
3906,57.125
3907,2.5390625
3912,8.9609375
3915,28.171875
3916,31.859375
3918,25.5
3929,96.3125
3932,50.5
3933,13.984375
3940,5.765625
3945,9.5234375
3946,15.359375
3947,10.1796875
3951,7.421875
3953,13.5546875
3954,52.75
3956,24.34375
3959,44.34375
3963,45.6875
3967,42.875
3971,47.65625
3972,43.46875
3974,47.375
3982,25.65625
3983,51.59375
3990,17.9375
3992,10.71875
3996,18.8125
3997,23.046875
3999,9.6015625
4004,14.1640625
4012,5.3828125
4013,28.046875
4020,52.96875
4027,195.625
4044,46.71875
4046,40.78125
4048,46.4375
4049,44.4375
4050,37.03125
4054,46.0625
4058,11.109375
4065,32.84375
4066,8.7734375
4070,20.34375
4076,40.78125
4078,48.125
4087,38.9375
4088,43.375
4091,37.78125
4093,36.65625
4095,38.46875
4100,40.6875
4103,42.78125
4107,37.78125
4112,13.953125
4115,6.63671875
4124,8.1796875
4125,6.73046875
4127,5.6640625
4128,27.828125
4132,38.875
4141,37.625
4148,40.53125
4150,37.34375
4154,42.625
4157,13.2421875
4159,33.71875
4162,8.140625
4167,19.890625
4168,26.609375
4169,10.265625
4175,43.8125
4176,54.90625
4180,9.3359375
4183,12.4609375
4189,33.5625
4199,51.5
4205,14.859375
4207,32.125
4211,2.59375
4215,24.140625
4218,22.296875
4221,7.1171875
4222,11.4921875
4229,4.9765625
4231,13.2734375
4234,14.3671875
4238,17.765625
4239,8.6953125
4241,7.1796875
4243,18.578125
4245,43.03125
4246,20.015625
4247,14.3984375
4250,10.3359375
4252,21.359375
4269,25.046875
4272,5.01171875
4289,38.1875
4295,46.53125
4298,13.984375
4301,4.578125
4313,8.6015625
4314,30.359375
4316,4.125
4317,33.78125
4328,31.09375
4332,11.5703125
4337,24.796875
4339,10.875
4345,37.625
4346,24.796875
4347,23.75
4355,36.375
4357,46.71875
4361,2.689453125
4362,8.1796875
4373,15.265625
4374,6.30859375
4378,25.96875
4380,7.33984375
4392,9.3828125
4396,27.484375
4399,38.25
4404,46.34375
4407,13.046875
4410,37.03125
4411,36.4375
4416,41.1875
4417,40.6875
4421,11.0859375
4423,3.16015625
4425,3.486328125
4441,18.390625
4442,6.53515625
4443,28.28125
4445,10.78125
4446,36.4375
4447,23.234375
4449,12.7265625
4452,17.46875
4459,6.97265625
4461,18.015625
4463,18.84375
4464,27.828125
4468,18.421875
4480,27.21875
4481,25.8125
4498,19.71875
4506,7.70703125
4510,6.8046875
4511,4.27734375
4518,5.83984375
4520,63.34375
4531,35.375
4535,45.15625
4539,46.90625
4540,35.8125
4541,37.875
4543,35.8125
4545,39.09375
4546,44.875
4547,37.5625
4548,43.375
4556,44.96875
4557,49.5
4559,37.03125
4562,47.84375
4568,2.392578125
4598,4.25
4600,27.828125
4601,4.82421875
4604,10.6015625
4609,11.203125
4613,81.625
4620,8.3984375
4622,8.5625
4632,22.625
4633,7.1171875
4635,6.51953125
4637,7.70703125
4644,5.203125
4652,44.875
4653,24.546875
4654,10.0703125
4657,6.18359375
4659,8.140625
4671,26.1875
4675,42.875
4680,18.234375
4688,8.921875
4697,18.359375
4702,12.9140625
4703,15.421875
4704,4.55078125
4709,20.546875
4711,5.43359375
4713,12.75
4714,6.5625
4715,9.28125
4717,20.5
4729,3.083984375
4731,6.1953125
4732,9.6640625
4735,5.25390625
4739,6.40234375
4741,10.921875
4744,19.359375
4745,42.28125
4749,7.390625
4752,6.8515625
4759,11.421875
4771,40.9375
4772,41.03125
4773,3.408203125
4775,17.25
4779,3.54296875
4784,3.50390625
4790,10.71875
4794,37.1875
4795,44.53125
4796,15.078125
4797,26.34375
4810,10.4453125
4812,11.9453125
4813,15.4921875
4816,12.1171875
4820,15.328125
4822,12.7265625
4823,8.546875
4824,7.94921875
4827,5.30859375
4830,11.4453125
4835,6.50390625
4848,12.3828125
4855,17.71875
4865,14.0703125
4869,17.765625
4870,52.34375
4873,15.6484375
4883,18.3125
4884,7.6875
4887,7.640625
4891,6.06640625
4896,4.63671875
4897,37.34375
4900,8.0
4903,13.15625
4904,42.6875
4911,20.96875
4919,12.0703125
4927,3.728515625
4930,26.5
4939,11.375
4945,12.2734375
4948,26.828125
4961,59.90625
4964,9.921875
4979,22.15625
4981,20.046875
4985,50.6875
4988,21.578125
5002,60.875
5003,58.5
5012,5.9140625
5016,4.5078125
5019,8.75
5021,5.96875
5022,30.59375
5024,28.921875
5032,6.33984375
5038,17.390625
5047,32.5
5053,37.9375
5055,25.8125
5058,19.921875
5059,4.46484375
5061,9.484375
5067,22.484375
5071,39.5625
5074,45.34375
5079,43.3125
5087,36.65625
5090,42.625
5095,44.96875
5096,38.09375
5098,48.625
5099,46.34375
5103,46.25
5104,46.15625
5106,48.21875
5109,35.71875
5111,38.9375
5114,37.03125
5115,36.15625
5116,37.03125
5117,44.71875
5122,46.90625
5131,38.1875
5132,39.34375
5133,48.40625
5137,35.09375
5142,36.75
5147,38.40625
5153,46.0625
5164,37.875
5169,36.375
5170,43.5625
5171,36.375
5173,3.892578125
5178,3.755859375
5193,109.75
5200,9.1796875
5205,4.8515625
5211,24.046875
5213,11.6953125
5216,15.6484375
5217,10.921875
5219,16.9375
5226,16.34375
5234,19.078125
5238,3.263671875
5241,20.5
5248,21.9375
5250,12.9921875
5255,22.4375
5261,38.03125
5263,44.0
5271,37.03125
5273,44.71875
5277,37.25
5286,46.15625
5289,48.3125
5292,45.6875
5298,38.40625
5300,45.875
5303,36.53125
5307,46.34375
5308,45.0625
5309,47.28125
5311,44.53125
5314,43.90625
5317,35.59375
5320,45.15625
5321,39.71875
5323,35.875
5324,38.25
5330,44.96875
5335,37.03125
5336,37.40625
5340,17.4375
5347,25.765625
5366,8.0546875
5380,65.125
5400,11.9453125
5402,27.546875
5404,16.515625
5406,12.4609375
5425,34.53125
5432,40.28125
5437,36.21875
5438,38.1875
5439,45.59375
5445,46.0625
5449,46.15625
5450,48.125
5459,22.625
5461,10.3359375
5463,15.296875
5464,28.109375
5466,18.96875
5474,4.953125
5477,22.125
5478,16.109375
5490,3.447265625
5491,5.53515625
5496,39.71875
5498,17.765625
5500,7.62109375
5518,37.125
5525,46.4375
5533,37.40625
5534,37.1875
5537,8.265625
5540,37.34375
5546,45.875
5548,44.625
5556,38.875
5558,45.78125
5564,13.4375
5571,18.734375
5573,23.234375
5575,6.04296875
5585,36.09375
5590,44.71875
5595,37.71875
5598,35.9375
5600,36.8125
5601,17.5
5610,45.6875
5611,47.0
5614,35.71875
5617,37.625
5619,35.71875
5622,45.34375
5624,39.25
5625,47.0
5626,37.25
5631,47.0
5633,40.125
5640,38.03125
5641,37.71875
5644,37.625
5649,48.625
5654,44.0
5658,45.25
5659,44.71875
5667,23.328125
5669,23.609375
5670,17.765625
5671,3.201171875
5677,9.796875
5685,8.453125
5690,6.4609375
5691,10.4921875
5698,17.984375
5713,18.203125
5714,23.328125
5716,15.265625
5722,21.5
5726,24.9375
5727,26.140625
5731,13.21875
5737,12.75
5742,19.890625
5743,9.21875
5753,5.19921875
5756,4.24609375
5758,6.32421875
5759,29.984375
5761,8.234375
5762,5.1015625
5763,5.55859375
5766,87.9375
5770,11.5234375
5775,30.65625
5776,41.4375
5777,21.234375
5778,24.0
5784,4.9375
5785,7.32421875
5790,17.21875
5791,31.15625
5793,2.904296875
5798,9.421875
5803,8.65625
5807,6.3828125
5810,324.5
5811,15.5546875
5812,22.15625
5816,25.875
5818,18.203125
5821,22.484375
5827,672.0
5831,10.71875
5832,53.8125
5836,10.46875
5838,4.52734375
5841,16.828125
5844,4.13671875
5845,22.078125
5847,4.23828125
5858,9.5859375
5862,46.15625
5863,30.421875
5864,21.1875
5865,38.875
5867,12.6953125
5877,8.25
5884,13.4140625
5887,2.357421875
5893,14.1875
5895,3.984375
5902,24.484375
5903,22.71875
5906,23.140625
5908,9.9453125
5921,12.328125
5922,7.79296875
5928,5.078125
5929,19.0
5930,10.875
5935,25.65625
5940,17.546875
5948,51.3125
5950,32.125
5952,15.015625
5953,75.125
5954,28.109375
5956,15.328125
5963,39.25
5964,13.8984375
5970,28.28125
5972,21.234375
5974,25.875
5977,31.609375
5978,7.2421875
5980,12.75
5989,22.765625
5990,8.34375
5993,6.125
5995,6.078125
6000,22.859375
6003,22.125
6011,9.9453125
6014,16.859375
6017,22.53125
6019,11.96875
6020,4.44140625
6029,19.71875
6031,23.046875
6034,25.09375
6035,16.453125
6046,12.859375
6048,9.9453125
6049,32.25
6051,15.296875
6054,59.65625
6057,4.375
6064,43.65625
6065,18.390625
6075,29.6875
6083,35.21875
6085,3.15625
6090,21.28125
6093,15.9140625
6095,11.0625
6096,25.140625
6099,13.1875
6101,45.4375
6102,7.859375
6106,21.1875
6113,26.828125
6114,5.72265625
6120,7.05078125
6122,28.28125
6124,7.9140625
6130,2.947265625
6136,16.484375
6137,8.6015625
6146,16.375
6151,6.98828125
6155,7.47265625
6160,14.1875
6164,55.34375
6166,12.1484375
6168,193.375
6172,30.296875
6173,14.953125
6177,9.078125
6180,30.109375
6184,5.40234375
6185,5.90625
6189,4.56640625
6190,4.25
6203,60.15625
6207,16.015625
6211,193.375
6212,20.09375
6213,193.375
6226,28.796875
6228,15.6171875
6233,35.15625
6234,15.8125
6237,5.93359375
6238,7.70703125
6252,12.40625
6254,3.6328125
6256,28.453125
6257,30.359375
6262,2.958984375
6266,19.359375
6267,7.37109375
6270,32.96875
6280,3.91796875
6287,22.390625
6289,10.265625
6290,11.7890625
6292,5.90234375
6296,8.125
6298,26.5
6306,20.421875
6313,9.8359375
6317,166.5
6323,8.65625
6330,33.5
6333,2.939453125
6343,7.5703125
6344,27.609375
6347,8.5234375
6348,9.2578125
6349,7.00390625
6354,19.921875
6360,22.90625
6362,19.40625
6367,2.7734375
6368,8.0546875
6370,3.826171875
6372,6.03515625
6375,18.046875
6376,37.5625
6380,16.515625
6386,16.6875
6389,6.59375
6394,4.51171875
6396,5.44921875
6399,8.0390625
6400,7.2109375
6409,13.78125
6414,8.9453125
6422,6.26171875
6425,7.37109375
6433,4.2109375
6435,6.4921875
6438,8.9609375
6442,3.33984375
6450,5.88671875
6452,26.03125
6459,8.4296875
6462,13.6640625
6465,8.921875
6472,12.3515625
6479,4.3203125
6484,17.0
6488,28.390625
6500,25.25
6501,12.6953125
6503,13.953125
6515,16.90625
6516,39.03125
6518,6.65234375
6519,6.4765625
6524,11.7890625
6527,9.8125
6533,20.34375
6536,8.578125
6537,29.859375
6538,2.53515625
6540,7.1640625
6541,7.2421875
6544,5.96875
6545,27.21875
6547,10.203125
6552,6.359375
6565,10.3359375
6566,5.40625
6569,49.0
6576,3.15625
6579,36.8125
6581,69.125
6582,19.359375
6583,74.8125
6602,9.546875
6603,23.0
6606,13.78125
6614,13.8125
6616,9.6640625
6624,43.3125
6628,6.68359375
6631,9.9453125
6643,2.5
6648,15.6484375
6655,8.0859375
6665,9.984375
6668,43.21875
6669,7.01953125
6673,22.671875
6682,9.15625
6683,7.89453125
6684,3.306640625
6689,10.9453125
6691,29.203125
6693,18.390625
6695,3.205078125
6697,16.484375
6698,9.7109375
6700,2.796875
6701,13.046875
6702,18.046875
6705,3.66015625
6711,25.40625
6715,7.72265625
6716,25.40625
6717,5.30078125
6718,2.447265625
6720,34.375
6724,36.09375
6728,34.875
6730,30.65625
6738,6.8046875
6744,67.1875
6745,41.78125
6748,10.1171875
6750,20.09375
6753,8.671875
6757,9.359375
6759,12.6171875
6780,5.85546875
6790,15.71875
6792,16.34375
6794,44.0
6797,7.1953125
6799,9.15625
6806,2.4765625
6808,13.46875
6822,2.859375
6830,14.1328125
6833,32.78125
6841,16.828125
6845,14.015625
6850,25.25
6852,33.4375
6866,4.296875
6867,6.0234375
6868,21.359375
6869,7.1171875
6872,37.9375
6873,30.90625
6876,16.421875
6882,9.9453125
6893,23.0
6897,43.3125
6899,30.53125
6903,22.25
6905,69.375
6907,44.875
6911,7.5390625
6914,24.59375
6915,7.08203125
6916,4.64453125
6918,4.77734375
6921,16.28125
6925,16.828125
6927,32.125
6929,44.53125
6933,44.0
6937,25.25
6947,17.0
6956,20.71875
6962,8.484375
6964,15.8125
6972,10.8046875
6973,44.34375
6976,56.90625
6979,25.25
6981,8.109375
6987,50.1875
6990,22.8125
6996,9.7265625
6997,25.25
6999,13.640625
7000,14.5546875
7001,1.439453125
7018,4.09375
7020,13.75
7028,16.9375
7031,3.8984375
7033,5.7734375
7041,14.640625
7047,5.93359375
7052,10.921875
7058,12.59375
7059,7.89453125
7061,7.1796875
7064,5.859375
7070,21.234375
7074,7.84375
7075,24.09375
7092,12.6953125
7094,60.15625
7105,1.91015625
7107,7.58984375
7110,20.546875
7112,9.1015625
7135,91.5
7136,66.4375
7138,23.75
7140,11.96875
7141,9.7734375
7143,29.09375
7144,32.4375
7145,114.125
7149,11.203125
7154,17.4375
7155,22.671875
7163,10.4921875
7174,185.875
7178,16.1875
